Nombre,Precio,Rating,Link,Imagen
Mazda 3 2.5 Grand Touring At,89.000.000,0.0,https://carro.mercadolibre.com.co/MCO-2884312778-mazda-3-25-grand-touring-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_917119-MCO85499164917_052025-E.webp
Peugeot 2008 1.2 Francesa Allure At,61.500.000,0.0,https://carro.mercadolibre.com.co/MCO-1593890377-peugeot-2008-12-t-allure-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_798018-MCO85498967047_052025-E.webp
Nissan Sentra 1.8 B17 Fl Sense,47.500.000,0.0,https://carro.mercadolibre.com.co/MCO-1593776045-nissan-sentra-18-b17-fl-sense-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_649540-MCO85194940344_052025-E.webp
Kia Cerato Forte 2.0 Koup,43.000.000,0.0,https://carro.mercadolibre.com.co/MCO-2884287674-kia-cerato-forte-koup-20-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_941208-MCO85498541919_052025-E.webp
Renault Duster 1.6 Zen 4x2,58.000.000,0.0,https://carro.mercadolibre.com.co/MCO-1593838881-renault-duster-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_709085-MCO85193743774_052025-E.webp
Audi Q5 2.0 Tfsi Quattro Ambition,85.000.000,0.0,https://carro.mercadolibre.com.co/MCO-1593748995-audi-q5-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_964554-MCO85497491411_052025-E.webp
Citroën C4 1.6 Vti,29.800.000,0.0,https://carro.mercadolibre.com.co/MCO-1593914305-citroen-c4-n2-bva-16-at-2012-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_976077-MCO85193739332_052025-E.webp
Ford Edge 3.5 Limited Fl,48.500.000,0.0,https://carro.mercadolibre.com.co/MCO-1593696579-ford-edge-limited-35-at-2013-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_811531-MCO85193404234_052025-E.webp
Nissan Qashqai 2.0 Midnight 4x2,116.000.000,0.0,https://carro.mercadolibre.com.co/MCO-1593851881-nissan-qashqai-20-midnight-4x2-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_814367-MCO85193685808_052025-E.webp
Mercedes-benz Clase Glc 2.0 4matic,109.800.000,0.0,https://carro.mercadolibre.com.co/MCO-1593920971-mercedes-benz-clase-glc-250-4matic-20-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_653920-MCO85193061394_052025-E.webp
Kia Sportage 2.0l 4x2,42.000.000,0.0,https://carro.mercadolibre.com.co/MCO-1593786717-kia-new-sportage-lx-20-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_791417-MCO85193240902_052025-E.webp
Audi A3 1.8 Tfsi Ambition,83.000.000,0.0,https://carro.mercadolibre.com.co/MCO-1593920657-audi-a3-18-tfsi-ambition-sedan-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_996787-MCO85193057022_052025-E.webp
Volkswagen Nivus 1.0 Comfortline At,84.000.000,0.0,https://carro.mercadolibre.com.co/MCO-1593812261-volkswagen-nivus-10-comfortline-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_835713-MCO85193236446_052025-E.webp
Honda Cr-v 1.5 Exl,149.000.000,0.0,https://carro.mercadolibre.com.co/MCO-1593760011-honda-cr-v-15-t-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_734783-MCO85192324120_052025-E.webp
Volkswagen Jetta 2.0 Europa Mt,34.500.000,0.0,https://carro.mercadolibre.com.co/MCO-1593886933-volkswagen-jetta-20-europa-mt-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_654258-MCO85496344739_052025-E.webp
Renault Symbol 1.6 Ii Luxe,22.600.000,0.0,https://carro.mercadolibre.com.co/MCO-1593850365-renault-symbol-16-ii-luxe-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_694407-MCO85495683341_052025-E.webp
Audi Q5 2.0 Tfsi Quattro Advanced,119.000.000,0.0,https://carro.mercadolibre.com.co/MCO-1593707297-audi-q5-20-tfsi-quattro-advanced-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_981709-MCO85191642022_052025-E.webp
Suzuki Swift 1.2 Hibrido Mt,62.900.000,0.0,https://carro.mercadolibre.com.co/MCO-1593797245-suzuki-swift-12-hibrido-mt-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_896488-MCO85190954298_052025-E.webp
Hyundai Ioniq 1.6 Hev Hibrido,79.000.000,0.0,https://carro.mercadolibre.com.co/MCO-1593822863-hyundai-ioniq-16-hev-hibrido-2019-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_764480-MCO85492661041_052025-E.webp
Kia Rio 1.4 Vibrant,59.500.000,0.0,https://carro.mercadolibre.com.co/MCO-1593848507-kia-rio-14-vibrant-2021-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=32&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_795604-MCO85491501253_052025-E.webp
Mazda 3 2.5 Grand Touring,94.500.000,0.0,https://carro.mercadolibre.com.co/MCO-1593705379-mazda-3-grand-touring-at-25-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_740199-MCO85190908660_052025-E.webp
Daewoo Lanos 1.5 Lsea,8.000.000,0.0,https://carro.mercadolibre.com.co/MCO-1593731385-daewoo-lanos-15-lsea-1999-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_709024-MCO85494341923_052025-E.webp
Renault Kangoo 1.6 Express,66.800.000,0.0,https://carro.mercadolibre.com.co/MCO-1593783221-renault-kangoo-express-mt-16-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_846249-MCO85190591982_052025-E.webp
Mazda 2 1.5 Prime Mt,56.000.000,0.0,https://carro.mercadolibre.com.co/MCO-1593910139-mazda-2-prime-mt-15-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_881200-MCO85190610126_052025-E.webp
Ford Escape 2.0 Se Awd,49.000.000,0.0,https://carro.mercadolibre.com.co/MCO-1593834511-ford-escape-20-se-awd-2016-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_874404-MCO85190586390_052025-E.webp
Hyundai Tucson Ix-35 2.0 Gl Mt,49.500.000,0.0,https://carro.mercadolibre.com.co/MCO-1593858509-hyundai-tucson-ix-35-gl-20l-mt-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_671700-MCO85190607060_052025-E.webp
Nissan Pathfinder 3.3 R50 Std,20.000.000,0.0,https://carro.mercadolibre.com.co/MCO-1593757005-nissan-pathfinder-33-std-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_841057-MCO85190587142_052025-E.webp
Chevrolet Aveo 1.6 Mt,25.000.000,0.0,https://carro.mercadolibre.com.co/MCO-1593769691-chevrolet-aveo-mt-16-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_821112-MCO85190368426_052025-E.webp
Volkswagen Jetta 1.4 Sportline,78.000.000,0.0,https://carro.mercadolibre.com.co/MCO-1593769547-volkswagen-jetta-14-sportline-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_783001-MCO85493694093_052025-E.webp
Mazda 2 1.5 Grand Touring 5 P,74.000.000,0.0,https://carro.mercadolibre.com.co/MCO-1593795569-mazda-2-grand-touring-hatchback-15-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_839704-MCO85493403763_052025-E.webp
Toyota Prado 3.0 Tx,147.500.000,0.0,https://carro.mercadolibre.com.co/MCO-1593909479-toyota-prado-tx-30-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_980463-MCO85187843454_052025-E.webp
Peugeot 3008 1.6 Allure,89.900.000,0.0,https://carro.mercadolibre.com.co/MCO-1593793917-peugeot-3008-allure-16-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_738374-MCO85189090946_052025-E.webp
Nissan Qashqai 2 2.0,57.000.000,0.0,https://carro.mercadolibre.com.co/MCO-1593727577-nissan-qashqai-2-2-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_965479-MCO85492058863_052025-E.webp
Ford Fiesta 1.6 Titanium Mt,52.000.000,0.0,https://carro.mercadolibre.com.co/MCO-1593779281-ford-fiesta-16-titanium-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_975819-MCO85187844342_052025-E.webp
Citroën C3 1.2 Aircross Unique,65.000.000,0.0,https://carro.mercadolibre.com.co/MCO-1593727429-citroen-c3-aircross-12-unique-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_678426-MCO85188099338_052025-E.webp
Chevrolet Optra 1.8 Automatica,19.600.000,0.0,https://carro.mercadolibre.com.co/MCO-1593804083-chevrolet-optra-18-sun-roof-at-2008-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_644573-MCO85491014321_052025-E.webp
Toyota Hilux 3.0 Srv,145.000.000,0.0,https://carro.mercadolibre.com.co/MCO-2884233508-toyota-hilux-30-srv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=49&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_948190-MCO85490799991_052025-E.webp
Kia Picanto 1.0 Vibrant,57.900.000,0.0,https://carro.mercadolibre.com.co/MCO-1593764113-kia-picanto-10-vibrant-mt-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=50&search_layout=grid&type=item&tracking_id=83254a5e-4217-4ef7-bf60-846506cdc5a9,https://http2.mlstatic.com/D_Q_NP_2X_950748-MCO85186752830_052025-E.webp
